"staff_id","staff_name","role","service","week","month","service-2","available_beds","patients_request","patients_admitted","patients_refused","patient_satisfaction","staff_morale","event"
"STF-3abc4202","Sherri Baker","nurse","surgery",13,4,"surgery",41,54,41,13,75,90,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",12,3,"surgery",38,24,24,0,79,73,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",11,3,"surgery",48,48,48,0,82,80,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",10,3,"surgery",38,57,38,19,68,55,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",9,3,"surgery",22,41,22,19,61,93,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",8,2,"surgery",51,20,20,0,91,61,"strike"
"STF-3abc4202","Sherri Baker","nurse","surgery",7,2,"surgery",37,46,37,9,89,60,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",6,2,"surgery",27,58,27,31,96,81,"donation"
"STF-3abc4202","Sherri Baker","nurse","surgery",5,2,"surgery",26,70,26,44,81,83,"donation"
"STF-3abc4202","Sherri Baker","nurse","surgery",4,1,"surgery",56,57,56,1,74,94,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",3,1,"surgery",27,66,27,39,63,72,"flu"
"STF-3abc4202","Sherri Baker","nurse","surgery",2,1,"surgery",40,26,26,0,96,56,"none"
"STF-3abc4202","Sherri Baker","nurse","surgery",1,1,"surgery",45,130,45,85,83,78,"flu"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",52,12,"surgery",53,39,39,0,82,50,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",51,12,"surgery",63,48,48,0,84,82,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",50,12,"surgery",59,65,59,6,95,85,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",49,12,"surgery",26,29,26,3,81,51,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",48,12,"surgery",49,32,32,0,65,52,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",47,12,"surgery",57,48,48,0,99,57,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",46,12,"surgery",52,39,39,0,68,83,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",45,12,"surgery",32,37,32,5,64,72,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",44,11,"surgery",45,28,28,0,65,75,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",43,11,"surgery",50,33,33,0,62,89,"donation"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",42,11,"surgery",45,67,45,22,65,75,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",41,11,"surgery",31,49,31,18,85,93,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",40,10,"surgery",46,36,36,0,83,51,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",39,10,"surgery",36,49,36,13,86,58,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",38,10,"surgery",47,48,47,1,62,81,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",37,10,"surgery",31,39,31,8,69,66,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",36,9,"surgery",47,53,47,6,97,99,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",35,9,"surgery",26,45,26,19,93,52,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",34,9,"surgery",22,42,22,20,96,86,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",33,9,"surgery",36,30,30,0,80,75,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",32,8,"surgery",31,25,25,0,87,97,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",31,8,"surgery",20,24,20,4,83,86,"donation"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",30,8,"surgery",32,15,15,0,70,66,"strike"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",29,8,"surgery",36,31,31,0,87,57,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",28,7,"surgery",31,28,28,0,66,74,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",27,7,"surgery",29,24,24,0,68,59,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",26,7,"surgery",31,30,30,0,75,54,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",25,7,"surgery",22,39,22,17,76,98,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",24,6,"surgery",39,21,21,0,95,39,"strike"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",23,6,"surgery",26,43,26,17,72,61,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",22,6,"surgery",18,21,18,3,63,65,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",21,6,"surgery",30,44,30,14,64,67,"donation"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",20,5,"surgery",31,39,31,8,99,94,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",19,5,"surgery",42,44,42,2,78,66,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",18,5,"surgery",43,36,36,0,81,98,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",17,5,"surgery",40,23,23,0,95,94,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",16,4,"surgery",37,28,28,0,82,31,"strike"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",15,4,"surgery",31,124,31,93,65,76,"flu"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",14,4,"surgery",33,49,33,16,97,87,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",13,4,"surgery",41,54,41,13,75,90,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",12,3,"surgery",38,24,24,0,79,73,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",11,3,"surgery",48,48,48,0,82,80,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",10,3,"surgery",38,57,38,19,68,55,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",9,3,"surgery",22,41,22,19,61,93,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",8,2,"surgery",51,20,20,0,91,61,"strike"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",7,2,"surgery",37,46,37,9,89,60,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",6,2,"surgery",27,58,27,31,96,81,"donation"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",5,2,"surgery",26,70,26,44,81,83,"donation"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",4,1,"surgery",56,57,56,1,74,94,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",3,1,"surgery",27,66,27,39,63,72,"flu"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",2,1,"surgery",40,26,26,0,96,56,"none"
"STF-bc33b33b","Cassandra Gaines","nurse","surgery",1,1,"surgery",45,130,45,85,83,78,"flu"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",52,12,"surgery",53,39,39,0,82,50,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",51,12,"surgery",63,48,48,0,84,82,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",50,12,"surgery",59,65,59,6,95,85,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",49,12,"surgery",26,29,26,3,81,51,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",48,12,"surgery",49,32,32,0,65,52,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",47,12,"surgery",57,48,48,0,99,57,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",46,12,"surgery",52,39,39,0,68,83,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",45,12,"surgery",32,37,32,5,64,72,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",44,11,"surgery",45,28,28,0,65,75,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",43,11,"surgery",50,33,33,0,62,89,"donation"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",42,11,"surgery",45,67,45,22,65,75,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",41,11,"surgery",31,49,31,18,85,93,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",40,10,"surgery",46,36,36,0,83,51,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",39,10,"surgery",36,49,36,13,86,58,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",38,10,"surgery",47,48,47,1,62,81,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",37,10,"surgery",31,39,31,8,69,66,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",36,9,"surgery",47,53,47,6,97,99,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",35,9,"surgery",26,45,26,19,93,52,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",34,9,"surgery",22,42,22,20,96,86,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",33,9,"surgery",36,30,30,0,80,75,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",32,8,"surgery",31,25,25,0,87,97,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",31,8,"surgery",20,24,20,4,83,86,"donation"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",30,8,"surgery",32,15,15,0,70,66,"strike"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",29,8,"surgery",36,31,31,0,87,57,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",28,7,"surgery",31,28,28,0,66,74,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",27,7,"surgery",29,24,24,0,68,59,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",26,7,"surgery",31,30,30,0,75,54,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",25,7,"surgery",22,39,22,17,76,98,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",24,6,"surgery",39,21,21,0,95,39,"strike"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",23,6,"surgery",26,43,26,17,72,61,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",22,6,"surgery",18,21,18,3,63,65,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",21,6,"surgery",30,44,30,14,64,67,"donation"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",20,5,"surgery",31,39,31,8,99,94,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",19,5,"surgery",42,44,42,2,78,66,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",18,5,"surgery",43,36,36,0,81,98,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",17,5,"surgery",40,23,23,0,95,94,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",16,4,"surgery",37,28,28,0,82,31,"strike"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",15,4,"surgery",31,124,31,93,65,76,"flu"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",14,4,"surgery",33,49,33,16,97,87,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",13,4,"surgery",41,54,41,13,75,90,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",12,3,"surgery",38,24,24,0,79,73,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",11,3,"surgery",48,48,48,0,82,80,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",10,3,"surgery",38,57,38,19,68,55,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",9,3,"surgery",22,41,22,19,61,93,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",8,2,"surgery",51,20,20,0,91,61,"strike"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",7,2,"surgery",37,46,37,9,89,60,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",6,2,"surgery",27,58,27,31,96,81,"donation"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",5,2,"surgery",26,70,26,44,81,83,"donation"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",4,1,"surgery",56,57,56,1,74,94,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",3,1,"surgery",27,66,27,39,63,72,"flu"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",2,1,"surgery",40,26,26,0,96,56,"none"
"STF-2c155ebf","Elizabeth Fowler","nurse","surgery",1,1,"surgery",45,130,45,85,83,78,"flu"
"STF-3007d318","Brittany Farmer","nurse","surgery",52,12,"surgery",53,39,39,0,82,50,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",51,12,"surgery",63,48,48,0,84,82,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",50,12,"surgery",59,65,59,6,95,85,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",49,12,"surgery",26,29,26,3,81,51,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",48,12,"surgery",49,32,32,0,65,52,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",47,12,"surgery",57,48,48,0,99,57,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",46,12,"surgery",52,39,39,0,68,83,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",45,12,"surgery",32,37,32,5,64,72,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",44,11,"surgery",45,28,28,0,65,75,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",43,11,"surgery",50,33,33,0,62,89,"donation"
"STF-3007d318","Brittany Farmer","nurse","surgery",42,11,"surgery",45,67,45,22,65,75,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",41,11,"surgery",31,49,31,18,85,93,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",40,10,"surgery",46,36,36,0,83,51,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",39,10,"surgery",36,49,36,13,86,58,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",38,10,"surgery",47,48,47,1,62,81,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",37,10,"surgery",31,39,31,8,69,66,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",36,9,"surgery",47,53,47,6,97,99,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",35,9,"surgery",26,45,26,19,93,52,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",34,9,"surgery",22,42,22,20,96,86,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",33,9,"surgery",36,30,30,0,80,75,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",32,8,"surgery",31,25,25,0,87,97,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",31,8,"surgery",20,24,20,4,83,86,"donation"
"STF-3007d318","Brittany Farmer","nurse","surgery",30,8,"surgery",32,15,15,0,70,66,"strike"
"STF-3007d318","Brittany Farmer","nurse","surgery",29,8,"surgery",36,31,31,0,87,57,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",28,7,"surgery",31,28,28,0,66,74,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",27,7,"surgery",29,24,24,0,68,59,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",26,7,"surgery",31,30,30,0,75,54,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",25,7,"surgery",22,39,22,17,76,98,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",24,6,"surgery",39,21,21,0,95,39,"strike"
"STF-3007d318","Brittany Farmer","nurse","surgery",23,6,"surgery",26,43,26,17,72,61,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",22,6,"surgery",18,21,18,3,63,65,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",21,6,"surgery",30,44,30,14,64,67,"donation"
"STF-3007d318","Brittany Farmer","nurse","surgery",20,5,"surgery",31,39,31,8,99,94,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",19,5,"surgery",42,44,42,2,78,66,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",18,5,"surgery",43,36,36,0,81,98,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",17,5,"surgery",40,23,23,0,95,94,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",16,4,"surgery",37,28,28,0,82,31,"strike"
"STF-3007d318","Brittany Farmer","nurse","surgery",15,4,"surgery",31,124,31,93,65,76,"flu"
"STF-3007d318","Brittany Farmer","nurse","surgery",14,4,"surgery",33,49,33,16,97,87,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",13,4,"surgery",41,54,41,13,75,90,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",12,3,"surgery",38,24,24,0,79,73,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",11,3,"surgery",48,48,48,0,82,80,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",10,3,"surgery",38,57,38,19,68,55,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",9,3,"surgery",22,41,22,19,61,93,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",8,2,"surgery",51,20,20,0,91,61,"strike"
"STF-3007d318","Brittany Farmer","nurse","surgery",7,2,"surgery",37,46,37,9,89,60,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",6,2,"surgery",27,58,27,31,96,81,"donation"
"STF-3007d318","Brittany Farmer","nurse","surgery",5,2,"surgery",26,70,26,44,81,83,"donation"
"STF-3007d318","Brittany Farmer","nurse","surgery",4,1,"surgery",56,57,56,1,74,94,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",3,1,"surgery",27,66,27,39,63,72,"flu"
"STF-3007d318","Brittany Farmer","nurse","surgery",2,1,"surgery",40,26,26,0,96,56,"none"
"STF-3007d318","Brittany Farmer","nurse","surgery",1,1,"surgery",45,130,45,85,83,78,"flu"
"STF-13f243f8","Paula Moreno","nurse","surgery",52,12,"surgery",53,39,39,0,82,50,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",51,12,"surgery",63,48,48,0,84,82,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",50,12,"surgery",59,65,59,6,95,85,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",49,12,"surgery",26,29,26,3,81,51,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",48,12,"surgery",49,32,32,0,65,52,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",47,12,"surgery",57,48,48,0,99,57,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",46,12,"surgery",52,39,39,0,68,83,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",45,12,"surgery",32,37,32,5,64,72,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",44,11,"surgery",45,28,28,0,65,75,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",43,11,"surgery",50,33,33,0,62,89,"donation"
"STF-13f243f8","Paula Moreno","nurse","surgery",42,11,"surgery",45,67,45,22,65,75,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",41,11,"surgery",31,49,31,18,85,93,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",40,10,"surgery",46,36,36,0,83,51,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",39,10,"surgery",36,49,36,13,86,58,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",38,10,"surgery",47,48,47,1,62,81,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",37,10,"surgery",31,39,31,8,69,66,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",36,9,"surgery",47,53,47,6,97,99,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",35,9,"surgery",26,45,26,19,93,52,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",34,9,"surgery",22,42,22,20,96,86,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",33,9,"surgery",36,30,30,0,80,75,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",32,8,"surgery",31,25,25,0,87,97,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",31,8,"surgery",20,24,20,4,83,86,"donation"
"STF-13f243f8","Paula Moreno","nurse","surgery",30,8,"surgery",32,15,15,0,70,66,"strike"
"STF-13f243f8","Paula Moreno","nurse","surgery",29,8,"surgery",36,31,31,0,87,57,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",28,7,"surgery",31,28,28,0,66,74,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",27,7,"surgery",29,24,24,0,68,59,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",26,7,"surgery",31,30,30,0,75,54,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",25,7,"surgery",22,39,22,17,76,98,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",24,6,"surgery",39,21,21,0,95,39,"strike"
"STF-13f243f8","Paula Moreno","nurse","surgery",23,6,"surgery",26,43,26,17,72,61,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",22,6,"surgery",18,21,18,3,63,65,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",21,6,"surgery",30,44,30,14,64,67,"donation"
"STF-13f243f8","Paula Moreno","nurse","surgery",20,5,"surgery",31,39,31,8,99,94,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",19,5,"surgery",42,44,42,2,78,66,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",18,5,"surgery",43,36,36,0,81,98,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",17,5,"surgery",40,23,23,0,95,94,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",16,4,"surgery",37,28,28,0,82,31,"strike"
"STF-13f243f8","Paula Moreno","nurse","surgery",15,4,"surgery",31,124,31,93,65,76,"flu"
"STF-13f243f8","Paula Moreno","nurse","surgery",14,4,"surgery",33,49,33,16,97,87,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",13,4,"surgery",41,54,41,13,75,90,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",12,3,"surgery",38,24,24,0,79,73,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",11,3,"surgery",48,48,48,0,82,80,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",10,3,"surgery",38,57,38,19,68,55,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",9,3,"surgery",22,41,22,19,61,93,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",8,2,"surgery",51,20,20,0,91,61,"strike"
"STF-13f243f8","Paula Moreno","nurse","surgery",7,2,"surgery",37,46,37,9,89,60,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",6,2,"surgery",27,58,27,31,96,81,"donation"
"STF-13f243f8","Paula Moreno","nurse","surgery",5,2,"surgery",26,70,26,44,81,83,"donation"
"STF-13f243f8","Paula Moreno","nurse","surgery",4,1,"surgery",56,57,56,1,74,94,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",3,1,"surgery",27,66,27,39,63,72,"flu"
"STF-13f243f8","Paula Moreno","nurse","surgery",2,1,"surgery",40,26,26,0,96,56,"none"
"STF-13f243f8","Paula Moreno","nurse","surgery",1,1,"surgery",45,130,45,85,83,78,"flu"
"STF-7a5180f0","Fred Smith","nurse","surgery",52,12,"surgery",53,39,39,0,82,50,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",51,12,"surgery",63,48,48,0,84,82,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",50,12,"surgery",59,65,59,6,95,85,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",49,12,"surgery",26,29,26,3,81,51,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",48,12,"surgery",49,32,32,0,65,52,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",47,12,"surgery",57,48,48,0,99,57,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",46,12,"surgery",52,39,39,0,68,83,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",45,12,"surgery",32,37,32,5,64,72,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",44,11,"surgery",45,28,28,0,65,75,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",43,11,"surgery",50,33,33,0,62,89,"donation"
"STF-7a5180f0","Fred Smith","nurse","surgery",42,11,"surgery",45,67,45,22,65,75,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",41,11,"surgery",31,49,31,18,85,93,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",40,10,"surgery",46,36,36,0,83,51,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",39,10,"surgery",36,49,36,13,86,58,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",38,10,"surgery",47,48,47,1,62,81,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",37,10,"surgery",31,39,31,8,69,66,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",36,9,"surgery",47,53,47,6,97,99,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",35,9,"surgery",26,45,26,19,93,52,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",34,9,"surgery",22,42,22,20,96,86,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",33,9,"surgery",36,30,30,0,80,75,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",32,8,"surgery",31,25,25,0,87,97,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",31,8,"surgery",20,24,20,4,83,86,"donation"
"STF-7a5180f0","Fred Smith","nurse","surgery",30,8,"surgery",32,15,15,0,70,66,"strike"
"STF-7a5180f0","Fred Smith","nurse","surgery",29,8,"surgery",36,31,31,0,87,57,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",28,7,"surgery",31,28,28,0,66,74,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",27,7,"surgery",29,24,24,0,68,59,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",26,7,"surgery",31,30,30,0,75,54,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",25,7,"surgery",22,39,22,17,76,98,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",24,6,"surgery",39,21,21,0,95,39,"strike"
"STF-7a5180f0","Fred Smith","nurse","surgery",23,6,"surgery",26,43,26,17,72,61,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",22,6,"surgery",18,21,18,3,63,65,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",21,6,"surgery",30,44,30,14,64,67,"donation"
"STF-7a5180f0","Fred Smith","nurse","surgery",20,5,"surgery",31,39,31,8,99,94,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",19,5,"surgery",42,44,42,2,78,66,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",18,5,"surgery",43,36,36,0,81,98,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",17,5,"surgery",40,23,23,0,95,94,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",16,4,"surgery",37,28,28,0,82,31,"strike"
"STF-7a5180f0","Fred Smith","nurse","surgery",15,4,"surgery",31,124,31,93,65,76,"flu"
"STF-7a5180f0","Fred Smith","nurse","surgery",14,4,"surgery",33,49,33,16,97,87,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",13,4,"surgery",41,54,41,13,75,90,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",12,3,"surgery",38,24,24,0,79,73,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",11,3,"surgery",48,48,48,0,82,80,"none"
"STF-7a5180f0","Fred Smith","nurse","surgery",10,3,"surgery",38,57,38,19,68,55,"none"
